"","Team1","Team2","Goal_Team_1","Goal_Team_2","Hasil"
"1392","APOEL FC","Real Madrid",0,3,"Team 2 Menang"
"1393","Real Madrid","APOEL FC",5,2,"Team 1 Menang"
"1394","Benfica","Chelsea",0,1,"Team 2 Menang"
"1395","Chelsea","Benfica",2,1,"Team 1 Menang"
"1396","Basel","Bayern Munich",1,0,"Team 1 Menang"
"1397","Bayern Munich","Basel",7,0,"Team 1 Menang"
"1398","Milan","Arsenal",4,0,"Team 1 Menang"
"1399","Arsenal","Milan",3,0,"Team 1 Menang"
"1400","Leverkusen","Barcelona",1,3,"Team 2 Menang"
"1401","Barcelona","Leverkusen",7,1,"Team 1 Menang"
"1402","CSKA Moscow","Real Madrid",1,1,"Imbang"
"1403","Real Madrid","CSKA Moscow",4,1,"Team 1 Menang"
"1404","Marseille","Inter",1,0,"Team 1 Menang"
"1405","Inter","Marseille",2,1,"Team 1 Menang"
"1406","Zenit","Benfica",3,2,"Team 1 Menang"
"1407","Benfica","Zenit",2,0,"Team 1 Menang"
"1408","Napoli","Chelsea",3,1,"Team 1 Menang"
"1409","Chelsea","Napoli",4,1,"Team 1 Menang"
"1410","Lyon","APOEL FC",1,0,"Team 1 Menang"
"1411","APOEL FC","Lyon",1,0,"Team 1 Menang"
"1412","Barcelona","Manchester Utd",3,1,"Team 1 Menang"
"1413","Schalke 04","Manchester Utd",0,2,"Team 2 Menang"
"1414","Manchester Utd","Schalke 04",4,1,"Team 1 Menang"
"1415","Real Madrid","Barcelona",0,2,"Team 2 Menang"
"1416","Barcelona","Real Madrid",1,1,"Imbang"
"1417","Chelsea","Manchester Utd",0,1,"Team 2 Menang"
"1418","Manchester Utd","Chelsea",2,1,"Team 1 Menang"
"1419","Barcelona","Shakhtar",5,1,"Team 1 Menang"
"1420","Shakhtar","Barcelona",0,1,"Team 2 Menang"
"1421","Real Madrid","Tottenham",4,0,"Team 1 Menang"
"1422","Tottenham","Real Madrid",0,1,"Team 2 Menang"
"1423","Inter","Schalke 04",2,5,"Team 2 Menang"
"1424","Schalke 04","Inter",2,1,"Team 1 Menang"
"1425","Inter","Bayern Munich",0,1,"Team 2 Menang"
"1426","Bayern Munich","Inter",2,3,"Team 2 Menang"
"1427","FC Copenhagen","Chelsea",0,2,"Team 2 Menang"
"1428","Chelsea","FC Copenhagen",0,0,"Imbang"
"1429","Arsenal","Barcelona",2,1,"Team 1 Menang"
"1430","Barcelona","Arsenal",3,1,"Team 1 Menang"
"1431","Marseille","Manchester Utd",0,0,"Imbang"
"1432","Manchester Utd","Marseille",2,1,"Team 1 Menang"
"1433","Milan","Tottenham",0,1,"Team 2 Menang"
"1434","Tottenham","Milan",0,0,"Imbang"
"1435","Lyon","Real Madrid",1,1,"Imbang"
"1436","Real Madrid","Lyon",3,0,"Team 1 Menang"
"1437","Valencia","Schalke 04",1,1,"Imbang"
"1438","Schalke 04","Valencia",3,1,"Team 1 Menang"
"1439","Roma","Shakhtar",2,3,"Team 2 Menang"
"1440","Shakhtar","Roma",3,0,"Team 1 Menang"
"1441","Inter","Bayern Munich",2,0,"Team 1 Menang"
"1442","Bayern Munich","Lyon",1,0,"Team 1 Menang"
"1443","Lyon","Bayern Munich",0,3,"Team 2 Menang"
"1444","Inter","Barcelona",3,1,"Team 1 Menang"
"1445","Barcelona","Inter",1,0,"Team 1 Menang"
"1446","Bayern Munich","Manchester Utd",2,1,"Team 1 Menang"
"1447","Manchester Utd","Bayern Munich",3,2,"Team 1 Menang"
"1448","Lyon","Bordeaux",3,1,"Team 1 Menang"
"1449","Bordeaux","Lyon",1,0,"Team 1 Menang"
"1450","Arsenal","Barcelona",2,2,"Imbang"
"1451","Barcelona","Arsenal",4,1,"Team 1 Menang"
"1452","Inter","CSKA Moscow",1,0,"Team 1 Menang"
"1453","CSKA Moscow","Inter",0,1,"Team 2 Menang"
"1454","Bayern Munich","Fiorentina",2,1,"Team 1 Menang"
"1455","Fiorentina","Bayern Munich",3,2,"Team 1 Menang"
"1456","Olympiacos","Bordeaux",0,1,"Team 2 Menang"
"1457","Bordeaux","Olympiacos",2,1,"Team 1 Menang"
"1458","Porto","Arsenal",2,1,"Team 1 Menang"
"1459","Arsenal","Porto",5,0,"Team 1 Menang"
"1460","Milan","Manchester Utd",2,3,"Team 2 Menang"
"1461","Manchester Utd","Milan",4,0,"Team 1 Menang"
"1462","Stuttgart","Barcelona",1,1,"Imbang"
"1463","Barcelona","Stuttgart",4,0,"Team 1 Menang"
"1464","Lyon","Real Madrid",1,0,"Team 1 Menang"
"1465","Real Madrid","Lyon",1,1,"Imbang"
"1466","CSKA Moscow","Sevilla",1,1,"Imbang"
"1467","Sevilla","CSKA Moscow",1,2,"Team 2 Menang"
"1468","Inter","Chelsea",2,1,"Team 1 Menang"
"1469","Chelsea","Inter",0,1,"Team 2 Menang"
"1470","Barcelona","Manchester Utd",2,0,"Team 1 Menang"
"1471","Manchester Utd","Arsenal",1,0,"Team 1 Menang"
"1472","Arsenal","Manchester Utd",1,3,"Team 2 Menang"
"1473","Barcelona","Chelsea",0,0,"Imbang"
"1474","Chelsea","Barcelona",1,1,"Imbang"
"1475","Barcelona","Bayern Munich",4,0,"Team 1 Menang"
"1476","Bayern Munich","Barcelona",1,1,"Imbang"
"1477","Villarreal","Arsenal",1,1,"Imbang"
"1478","Arsenal","Villarreal",3,0,"Team 1 Menang"
"1479","Manchester Utd","Porto",2,2,"Imbang"
"1480","Porto","Manchester Utd",0,1,"Team 2 Menang"
"1481","Liverpool","Chelsea",1,3,"Team 2 Menang"
"1482","Chelsea","Liverpool",4,4,"Imbang"
"1483","Sporting CP","Bayern Munich",0,5,"Team 2 Menang"
"1484","Bayern Munich","Sporting CP",7,1,"Team 1 Menang"
"1485","Arsenal","Roma",1,0,"Team 1 Menang"
"1486","Roma","Arsenal",1,0,"Team 1 Menang"
"1487","Inter","Manchester Utd",0,0,"Imbang"
"1488","Manchester Utd","Inter",2,0,"Team 1 Menang"
"1489","Lyon","Barcelona",1,1,"Imbang"
"1490","Barcelona","Lyon",5,2,"Team 1 Menang"
"1491","Villarreal","Panathinaikos",1,1,"Imbang"
"1492","Panathinaikos","Villarreal",1,2,"Team 2 Menang"
"1493","Real Madrid","Liverpool",0,1,"Team 2 Menang"
"1494","Liverpool","Real Madrid",4,0,"Team 1 Menang"
"1495","Atlético Madrid","Porto",2,2,"Imbang"
"1496","Porto","Atlético Madrid",0,0,"Imbang"
"1497","Chelsea","Juventus",1,0,"Team 1 Menang"
"1498","Juventus","Chelsea",2,2,"Imbang"
"1499","Manchester Utd","Chelsea",1,1,"Imbang"
"1500","Barcelona","Manchester Utd",0,0,"Imbang"
"1501","Manchester Utd","Barcelona",1,0,"Team 1 Menang"
"1502","Liverpool","Chelsea",1,1,"Imbang"
"1503","Chelsea","Liverpool",3,2,"Team 1 Menang"
"1504","Arsenal","Liverpool",1,1,"Imbang"
"1505","Liverpool","Arsenal",4,2,"Team 1 Menang"
"1506","Roma","Manchester Utd",0,2,"Team 2 Menang"
"1507","Manchester Utd","Roma",1,0,"Team 1 Menang"
"1508","Schalke 04","Barcelona",0,1,"Team 2 Menang"
"1509","Barcelona","Schalke 04",1,0,"Team 1 Menang"
"1510","Fenerbahçe","Chelsea",2,1,"Team 1 Menang"
"1511","Chelsea","Fenerbahçe",2,0,"Team 1 Menang"
"1512","Arsenal","Milan",0,0,"Imbang"
"1513","Milan","Arsenal",0,2,"Team 2 Menang"
"1514","Lyon","Manchester Utd",1,1,"Imbang"
"1515","Manchester Utd","Lyon",1,0,"Team 1 Menang"
"1516","Celtic","Barcelona",2,3,"Team 2 Menang"
"1517","Barcelona","Celtic",1,0,"Team 1 Menang"
"1518","Olympiacos","Chelsea",0,0,"Imbang"
"1519","Chelsea","Olympiacos",3,0,"Team 1 Menang"
"1520","Roma","Real Madrid",2,1,"Team 1 Menang"
"1521","Real Madrid","Roma",1,2,"Team 2 Menang"
"1522","Schalke 04","Porto",1,0,"Team 1 Menang"
"1523","Porto","Schalke 04",1,0,"Team 1 Menang"
"1524","Liverpool","Inter",2,0,"Team 1 Menang"
"1525","Inter","Liverpool",0,1,"Team 2 Menang"
"1526","Fenerbahçe","Sevilla",3,2,"Team 1 Menang"
"1527","Sevilla","Fenerbahçe",3,2,"Team 1 Menang"
"1528","Milan","Liverpool",2,1,"Team 1 Menang"
"1529","Manchester Utd","Milan",3,2,"Team 1 Menang"
"1530","Milan","Manchester Utd",3,0,"Team 1 Menang"
"1531","Chelsea","Liverpool",1,0,"Team 1 Menang"
"1532","Liverpool","Chelsea",1,0,"Team 1 Menang"
"1533","Milan","Bayern Munich",2,2,"Imbang"
"1534","Bayern Munich","Milan",0,2,"Team 2 Menang"
"1535","Roma","Manchester Utd",2,1,"Team 1 Menang"
"1536","Manchester Utd","Roma",7,1,"Team 1 Menang"
"1537","PSV Eindhoven","Liverpool",0,3,"Team 2 Menang"
"1538","Liverpool","PSV Eindhoven",1,0,"Team 1 Menang"
"1539","Chelsea","Valencia",1,1,"Imbang"
"1540","Valencia","Chelsea",1,2,"Team 2 Menang"
"1541","Real Madrid","Bayern Munich",3,2,"Team 1 Menang"
"1542","Bayern Munich","Real Madrid",2,1,"Team 1 Menang"
"1543","PSV Eindhoven","Arsenal",1,0,"Team 1 Menang"
"1544","Arsenal","PSV Eindhoven",1,1,"Imbang"
"1545","Lille","Manchester Utd",0,1,"Team 2 Menang"
"1546","Manchester Utd","Lille",1,0,"Team 1 Menang"
"1547","Barcelona","Liverpool",1,2,"Team 2 Menang"
"1548","Liverpool","Barcelona",0,1,"Team 2 Menang"
"1549","Porto","Chelsea",1,1,"Imbang"
"1550","Chelsea","Porto",2,1,"Team 1 Menang"
"1551","Celtic","Milan",0,0,"Imbang"
"1552","Milan","Celtic",1,0,"Team 1 Menang"
"1553","Roma","Lyon",0,0,"Imbang"
"1554","Lyon","Roma",0,2,"Team 2 Menang"
"1555","Inter","Valencia",2,2,"Imbang"
"1556","Valencia","Inter",0,0,"Imbang"
"1557","Barcelona","Arsenal",2,1,"Team 1 Menang"
"1558","Arsenal","Villarreal",1,0,"Team 1 Menang"
"1559","Villarreal","Arsenal",0,0,"Imbang"
"1560","Milan","Barcelona",0,1,"Team 2 Menang"
"1561","Barcelona","Milan",0,0,"Imbang"
"1562","Arsenal","Juventus",2,0,"Team 1 Menang"
"1563","Juventus","Arsenal",0,0,"Imbang"
"1564","Benfica","Barcelona",0,0,"Imbang"
"1565","Barcelona","Benfica",2,0,"Team 1 Menang"
"1566","Inter","Villarreal",2,1,"Team 1 Menang"
"1567","Villarreal","Inter",1,0,"Team 1 Menang"
"1568","Lyon","Milan",0,0,"Imbang"
"1569","Milan","Lyon",3,1,"Team 1 Menang"
"1570","Bayern Munich","Milan",1,1,"Imbang"
"1571","Milan","Bayern Munich",4,1,"Team 1 Menang"
"1572","Real Madrid","Arsenal",0,1,"Team 2 Menang"
"1573","Arsenal","Real Madrid",0,0,"Imbang"
"1574","Ajax","Inter",2,2,"Imbang"
"1575","Inter","Ajax",1,0,"Team 1 Menang"
"1576","Chelsea","Barcelona",1,2,"Team 2 Menang"
"1577","Barcelona","Chelsea",1,1,"Imbang"
"1578","Rangers","Villarreal",2,2,"Imbang"
"1579","Villarreal","Rangers",1,1,"Imbang"
"1580","Werder Bremen","Juventus",3,2,"Team 1 Menang"
"1581","Juventus","Werder Bremen",2,1,"Team 1 Menang"
"1582","Benfica","Liverpool",1,0,"Team 1 Menang"
"1583","Liverpool","Benfica",0,2,"Team 2 Menang"
"1584","PSV Eindhoven","Lyon",0,1,"Team 2 Menang"
"1585","Lyon","PSV Eindhoven",4,0,"Team 1 Menang"
"1586","Liverpool","Milan",3,3,"Imbang"
"1587","Chelsea","Liverpool",0,0,"Imbang"
"1588","Liverpool","Chelsea",1,0,"Team 1 Menang"
"1589","Milan","PSV Eindhoven",2,0,"Team 1 Menang"
"1590","PSV Eindhoven","Milan",3,1,"Team 1 Menang"
"1591","Chelsea","Bayern Munich",4,2,"Team 1 Menang"
"1592","Bayern Munich","Chelsea",3,2,"Team 1 Menang"
"1593","Liverpool","Juventus",2,1,"Team 1 Menang"
"1594","Juventus","Liverpool",0,0,"Imbang"
"1595","Lyon","PSV Eindhoven",1,1,"Imbang"
"1596","PSV Eindhoven","Lyon",1,1,"Imbang"
"1597","Milan","Inter",2,0,"Team 1 Menang"
"1598","Inter","Milan",0,3,"Team 2 Menang"
"1599","Bayern Munich","Arsenal",3,1,"Team 1 Menang"
"1600","Arsenal","Bayern Munich",1,0,"Team 1 Menang"
"1601","Manchester Utd","Milan",0,1,"Team 2 Menang"
"1602","Milan","Manchester Utd",1,0,"Team 1 Menang"
"1603","Barcelona","Chelsea",2,1,"Team 1 Menang"
"1604","Chelsea","Barcelona",4,2,"Team 1 Menang"
"1605","Real Madrid","Juventus",1,0,"Team 1 Menang"
"1606","Juventus","Real Madrid",2,0,"Team 1 Menang"
"1607","Porto","Inter",1,1,"Imbang"
"1608","Inter","Porto",3,1,"Team 1 Menang"
"1609","Werder Bremen","Lyon",0,3,"Team 2 Menang"
"1610","Lyon","Werder Bremen",7,2,"Team 1 Menang"
"1611","Liverpool","Leverkusen",3,1,"Team 1 Menang"
"1612","Leverkusen","Liverpool",1,3,"Team 2 Menang"
"1613","PSV Eindhoven","Monaco",1,0,"Team 1 Menang"
"1614","Monaco","PSV Eindhoven",0,2,"Team 2 Menang"
"1615","Porto","Monaco",3,0,"Team 1 Menang"
"1616","Porto","La Coruña",0,0,"Imbang"
"1617","La Coruña","Porto",0,1,"Team 2 Menang"
"1618","Monaco","Chelsea",3,1,"Team 1 Menang"
"1619","Chelsea","Monaco",2,2,"Imbang"
"1620","Chelsea","Arsenal",1,1,"Imbang"
"1621","Arsenal","Chelsea",1,2,"Team 2 Menang"
"1622","Milan","La Coruña",4,1,"Team 1 Menang"
"1623","La Coruña","Milan",4,0,"Team 1 Menang"
"1624","Real Madrid","Monaco",4,2,"Team 1 Menang"
"1625","Monaco","Real Madrid",3,1,"Team 1 Menang"
"1626","Porto","Lyon",2,0,"Team 1 Menang"
"1627","Lyon","Porto",2,2,"Imbang"
"1628","Bayern Munich","Real Madrid",1,1,"Imbang"
"1629","Real Madrid","Bayern Munich",1,0,"Team 1 Menang"
"1630","Celta Vigo","Arsenal",2,3,"Team 2 Menang"
"1631","Arsenal","Celta Vigo",2,0,"Team 1 Menang"
"1632","Porto","Manchester Utd",2,1,"Team 1 Menang"
"1633","Manchester Utd","Porto",1,1,"Imbang"
"1634","La Coruña","Juventus",1,0,"Team 1 Menang"
"1635","Juventus","La Coruña",0,1,"Team 2 Menang"
"1636","Stuttgart","Chelsea",0,1,"Team 2 Menang"
"1637","Chelsea","Stuttgart",0,0,"Imbang"
"1638","Loko Moscow","Monaco",2,1,"Team 1 Menang"
"1639","Monaco","Loko Moscow",1,0,"Team 1 Menang"
"1640","Real Sociedad","Lyon",0,1,"Team 2 Menang"
"1641","Lyon","Real Sociedad",1,0,"Team 1 Menang"
"1642","Sparta Prague","Milan",0,0,"Imbang"
"1643","Milan","Sparta Prague",4,1,"Team 1 Menang"
"1644","Milan","Juventus",0,0,"Imbang"
"1645","Real Madrid","Juventus",2,1,"Team 1 Menang"
"1646","Juventus","Real Madrid",3,1,"Team 1 Menang"
"1647","Milan","Inter",0,0,"Imbang"
"1648","Inter","Milan",1,1,"Imbang"
"1649","Real Madrid","Manchester Utd",3,1,"Team 1 Menang"
"1650","Manchester Utd","Real Madrid",4,3,"Team 1 Menang"
"1651","Ajax","Milan",0,0,"Imbang"
"1652","Milan","Ajax",3,2,"Team 1 Menang"
"1653","Juventus","Barcelona",1,1,"Imbang"
"1654","Barcelona","Juventus",1,2,"Team 2 Menang"
"1655","Inter","Valencia",1,0,"Team 1 Menang"
"1656","Valencia","Inter",2,1,"Team 1 Menang"
